小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
东三里屯社区,68506,朝阳 三里屯,工人体育场北路,多层,0.80元/平米/月,商品房住宅动迁配套房经济适用房,2.00,暂无数据,40%,1965年,车位充足,北京绿都源房地产开发有限公司,业主自管,116.46294303244748,39.94025903661181
融泽嘉园六号院(东区),56172,昌平 回龙观,龙域中路6号,高层|超高层,2.30元/平米/月,经济适用房,0.00,暂无数据,暂无数据,2014年,暂无数据,上海复旦复华软件产业发展有限公司,长城物业集团股份有限公司,116.31805201301276,40.071743075300105
金隅汇星苑,31424,朝阳 朝青板块,大黄庄西路3号,高层,0.00元/平米/月,商品房住宅,2.80,暂无数据,30%,2016年,963,"上海塘头建材有限公司,中企物业管理有限公司",北京金隅物业管理有限公司,116.54277867701904,39.927450090454606
龙华园,53027,昌平 龙泽,回龙观西大街1号,多层|小高层,0.40元/平米/月,经济适用房,1.50,1200户,28%,1998年,150元/车位/月,"上海芝阁信息科技服务有限公司,上海窗钩厂",北京天鸿宝地物业管理经营有限公司,116.50144602355505,40.10980497771805
欣葆家园(一区),35901,丰台 科技园区,芦花路,高层,0.30元/平米/月,商品房住宅,0.00,暂无数据,25%,2013年,暂无数据,暂无数据,无,116.2932405453355,39.810687709623714
温哥华森林,43120,昌平 北七家,立汤路,低层,4.82元/平米/月,商品房住宅,0.61,790户,44%,2010年,453,北京枫树置业有限公司,北京首万物业服务有限公司,116.41937692199402,40.13851727847057
富力运河10号小区,46669,通州 东关,滨河中路,多层,5.80元/平米/月,商品房住宅,0.00,712户,15%,2017年,共3172个车位,北京富力通达房地产开发有限公司,北京恒富物业服务有限公司,116.69244401057821,39.91032108616642
双榆树北里,107114,海淀 双榆树,中关村南大街,多层|高层,1.33元/平米/月,商品房住宅,3.00,1150户,30%,1985年,地上停车位，全部免费。,海淀区建设委员会,亿方物业管理有限公司,116.33010053566534,39.9775300650929
翠微东里,96491,海淀 公主坟,翠微路,多层|高层,1.20元/平米/月,商品房住宅,1.30,1200户,30%,2015年,无固定车位，自由停车,大润发、倾城宝贝儿童摄影、筑博设计集团（上海）股份有限公司、上海久宙化工有限公司、上海韵华电子科技有限公司、上海真迪智能科技有限公司、上海炫创企业策划有限公司、河北建工集团,中房集团物业管理公司,116.30774611321897,39.92095582797108
西荣阁,44444,海淀 四季青,彰化路138号,小高层,4.58元/平米/月,小产权房,2.10,暂无数据,30%,2007年,小区地上车位为计时收费：5元/小时；地下车位为550/月，半年起租。,北京宏业房地产开发有限责任公司,欣荣物业,116.28639878107987,39.946789413081
康营家园(17期),32222,朝阳 孙河,香江北路,多层,1.20元/平米/月,动迁配套房,0.00,暂无数据,30%,2010年,暂无数据,暂无数据,康营家园服务中心,116.54746890974775,40.03868294415167
火星园,120195,朝阳 太阳宫,太阳宫中路,高层,6.50元/平米/月,商品房住宅,3.20,3462户,30%,2010年,本小区车位1:1.2，B1和B2，出租和出售都有。,北京冠城新泰房地产开发有限公司,北京冠城酒店物业管理有限公司,116.45057201811682,39.977041162930156
晨欣园,62525,丰台 马家堡,马家堡西路,多层,0.98元/平米/月,商品房住宅,2.70,暂无数据,35%,1999年,暂无数据,北京市新兴房地产开发总公司西城区分公司,北京市久筑物业管理有限责任公司,116.38084958680713,39.852956559078216
玺萌公馆,73898,丰台 马家堡,镇国寺北街8号,多层,3.75元/平米/月,商品房住宅,1.57,599户,30%,2008年,暂无数据,上海一步企业形象设计有限公司,北京星河城物业管理有限公司,116.3701384613978,39.8480019730357
朱家坟四里,24005,丰台 长辛店,云岗路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,30%,2015年,暂无数据,暂无数据,业主自管,116.19454659353185,39.8115217915889
上上城第三季,15700,北京周边 燕郊,燕顺路,高层,1.70元/平米/月,商品房住宅,2.90,暂无数据,35%,2011年,暂无数据,中外合资镇江豪斯嘉房地产有限公司,三河福成房地产开发有限公司,116.75607736781907,39.9378971677632
大羊坊8号院,62373,朝阳 北苑,锦芳北街,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1984年,暂无数据,暂无数据,暂无数据,116.42482119236779,40.05027840087412
三环新城6号院,57776,丰台 玉泉营,育芳园北路,小高层,1.20元/平米/月,商品房住宅,2.40,暂无数据,40%,2000年,暂无数据,上海鸿鼎物业管理有限公司,北京新城康景物业管理有限责任公司,116.3170258786287,39.85620400446188
西引力,57014,石景山 八角,京原路甲5号,高层,1.50元/平米/月,商品房住宅,3.80,1032户,31%,2005年,车位充足，150元/车位·月，使用权车位10万/车位,北京蓝德汇丰房地产开发有限公司,汇丰源物业管理公司,116.21622135802936,39.907853916943914
芳群园二区,71359,丰台 方庄,芳古路,高层,1.80元/平米/月,商品房住宅,2.83,1775户,30%,1989年,150元/车位/月,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司第二分公司,116.4347710038574,39.86868607949376
治国胡同小区,133333,东城 建国门,治国胡同,多层,0.00元/平米/月,商品房住宅,1.55,暂无数据,30%,暂无数据,充足,暂未获知,-,116.42885467393813,39.91846137588814
上上城理想新城,23750,北京周边 燕郊,燕灵路,高层,1.70元/平米/月,商品房住宅,2.50,暂无数据,35%,2016年,暂无数据,三河福成房地产开发有限公司,三河隆盛物业管理公司,116.75607736781907,39.9378971677632
建新北一社区(建新北区),57179,顺义 顺义城区,通顺路,多层,1.00元/平米/月,商品房住宅,2.00,3564户,30%,1988年,地面免费停车，无地下车库,北京航空航天大学校友产业基地,北京大龙物业管理有限责任公司,116.66093495667968,40.130052080308516
华清嘉园,116770,海淀 五道口,"成府路,近中关村东路",高层,1.98元/平米/月,商品房住宅,2.50,2392户,30%,2001年,地上车位500个，租价180元/月；地下车位400个，600元每月，2元/小时,中国网络联合公司,华润置地(北京)物业管理有限责任公司,116.34224697361849,39.99719705552086
中海御景春天,53501,丰台 科技园区,丰葆路98号,多层,2.50元/平米/月,商品房住宅,1.24,暂无数据,30%,2011年,暂无数据,北京中海豪景房地产开发有限公司,北京中海物业管理有限公司,116.29753246940108,39.82256702877608
太平家园,42751,昌平 天通苑,太平庄中街,多层,0.55元/平米/月,动迁配套房,1.20,1600户,30%,1995年,充足，150元/月,北京安地房地产开发有限责任公司,北京嘉仁物业管理有限责任公司,116.41507987758703,40.07582794956865
金色漫香苑,43756,昌平 北七家,天权路2号,多层,2.80元/平米/月,商品房住宅,1.50,1320户,35%,2013年,地上453个车位，地下969个车位，共1422个车位。,上海德同物业,北京金融街物业管理有限责任公司,116.43287297414537,40.136793075877456
明德家园,53957,顺义 后沙峪,裕华路,多层,1.80元/平米/月,商品房住宅,0.00,暂无数据,30%,2006年,暂无数据,上海台鼎物业管理有限公司,北京成华物业管理有限公司,116.558106823258,40.11417985743379
保利香槟花园,99912,朝阳 亚运村小营,小营路6号,高层,3.28元/平米/月,商品房住宅,3.20,3000户,36%,2007年,205个车位、400元/月,庆扬贸易有限公司,保利物业管理(北京)有限公司,116.43226473148457,40.00193793044587
崇文门东大街社区,99276,东城 崇文门,崇文门东大街,高层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1970年,暂无数据,暂无数据,北京亿方物业公司,116.4274354698087,39.906797777594264
远洋一方润园(东北区),58618,朝阳 双桥,塔营北街1号,多层|小高层|高层,2.55元/平米/月,商品房住宅,1.58,暂无数据,35%,2010年,暂无数据,北京中联置地房地产开发有限公司,远洋亿家物业服务股份有限公司,116.60280982916491,39.909012104306534
天居园,66496,朝阳 媒体村,双营路,超高层,2.76元/平米/月,商品房住宅,4.30,暂无数据,35%,1999年,暂无数据,上海华为科技有限公司,北京北辰信诚物业管理有限责任公司,116.41994527989017,40.044838602503184
中海城紫鑫阁,35405,朝阳 十里河,成寿寺路134号,高层,2.50元/平米/月,办公,4.68,1346户,30%,2008年,车位充足,市政工程检测有限公司,中海物业管理有限公司,116.4550133303887,39.85094984110107
鸿博家园(二期D区),31339,朝阳 小红门,小红门路,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.47049230212279,39.83158552709728
龙山华府,41377,昌平 昌平县城,白浮泉路26号,高层,2.30元/平米/月,商品房住宅,2.50,1928户,30%,2010年,1928,新桥物业管理有限公司,北京昌振顺达物业管理有限公司,116.25331239253634,40.204896091485416
高碑店村5号院,38928,朝阳 高碑店,惠河南街,多层,0.00元/平米/月,商品房住宅,1.60,暂无数据,35%,2002年,２：１,上海宝钢住商汽车贸易有限公司,北京天翌物业管理公司,116.53680907758304,39.91259806371581
龙湖滟澜山,98148,顺义 中央别墅区,裕园路,低层,7.00元/平米/月,商品房住宅,0.67,430户,32%,2008年,920,北京龙湖置业有限公司,北京龙湖物业服务有限公司,116.50779884012162,40.097958953793785
阜成门南大街小区,127786,西城 月坛,阜成门南大街9号,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1980年,暂无数据,暂无数据,单位自管物业,116.36243082046109,39.92484825468093
首开常青藤(E区),70253,朝阳 东坝,东坝南一街2号,多层|小高层,2.58元/平米/月,商品房住宅,0.00,暂无数据,30%,2004年,暂无数据,北京首都开发股份有限公司,北京嘉宝物业管理有限公司,116.54436508454967,39.9681490112155
沿海赛洛城(北区),67452,朝阳 百子湾,百子湾南一路,高层,1.50元/平米/月,商品房住宅,2.60,暂无数据,30%,2000年,暂无数据,"上海创力广告有限公司,上海树商工贸有限公司",北京美佳物业管理有限责任公司,116.28626547254218,40.12898296911789
远洋风景,106899,海淀 小西天,西大街15号,高层,3.20元/平米/月,商品房住宅,3.84,670户,31%,2002年,停车位紧张，出售40万-45万元/位 租1000元/月,北京天麒伟业房地产开发有限公司,远洋亿家物业服务股份有限公司,116.80487404176549,40.15751823138516
远洋一方花语苑,57781,朝阳 管庄,双桥东路3号,多层,2.75元/平米/月,商品房住宅,1.50,1659户,30%,2013年,1:0.6,智慧树网络科技有限公司,远洋亿家物业服务股份有限公司,116.60653052075668,39.90611483467349
贵园东里,43454,大兴 亦庄,"北环西路,近西环北路",多层|高层,0.50元/平米/月,商品房住宅,1.26,420户,30%,2015年,车位充足，免费停车，出行方便,贵园房地产开发有限公司,北京贵园物业管理有限公司,116.49032868439411,39.805868138677894
新兴年代,88112,海淀 五棵松,太平路36号,高层,2.50元/平米/月,商品房住宅,3.00,568户,43%,2009年,450 总数：450个 比例：1:3 地上车位：150个 地下车位：300个,北京新兴建业房地产开发有限公司,北京新兴兴业物业管理有限公司,116.27602667617,39.9041134201745
合景香悦四季(西区),43241,顺义 马坡,乾安路3号,多层,1.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,北京宁骏房地产开发有限公司,宁骏物业,116.65725693459963,40.18749661814144
绿港家园1区,43355,顺义 顺义城区,顺义区东安路,小高层,1.69元/平米/月,商品房住宅,1.89,1980户,30%,2007年,地上150元/月，出售5万元/位,北京金汉房地产开发有限公司,北京京汉物业管理有限公司,116.67160565834106,40.14128299845061
首开常青藤(D区),72799,朝阳 东坝,东坝中街12号,多层|小高层,2.58元/平米/月,商品房住宅,0.00,暂无数据,35%,2004年,暂无数据,北京首都开发股份有限公司,北京嘉宝物业管理有限公司,116.54343264343032,39.970587932216574
康惠园三号院,46148,朝阳 双桥,双桥路,高层,1.85元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,"上海塘头建材有限公司,中企物业管理有限公司",北京金海燕物业管理有限公司,116.58508949535288,39.91109009519832
长安新城(一区),55120,丰台 青塔,水衙沟路,小高层|高层,1.46元/平米/月,商品房住宅,2.10,5000户,35%,2001年,1：15，150元/车位/月 地下300/车位/月,"东方海外货柜航运(中国)有限公司,乔达国际货运(上海)有限公司,上海市国际展览有限公司,大日精化(上海)贸易有限公司,上海凯璞庭资产管理有限公司,上海金丰投资有限公司,虹软（上海）多媒体科技有限公司",北京金隅大成物业管理有限公司,116.26558082037778,39.893691455174945
天福园,99402,朝阳 建外大街,神路街,多层,1.00元/平米/月,商品房住宅,2.00,暂无数据,30%,2005年,暂无数据,北京大成房地产开发有限公司,街道办事处委员会,116.45106258275581,39.92744780806484
玺源台,110559,西城 广安门外,南蜂窝路,高层,4.79元/平米/月,商品房住宅,4.00,1110户,28%,2013年,共719个车位,上海启扬置业发展有限公司,北京市均豪物业管理股份有限公司,116.33681545918297,39.90041976734396
梵谷水郡,60330,朝阳 酒仙桥,驼房营南路2号,高层,2.30元/平米/月,商品房住宅,2.60,2600户,33%,2001年,地表车位500个，免费；地下车位800个，地上150元/月 ，地下450元/月,上海古华房产开发经营有限公司,国广物业管理公司,116.51334839190116,39.96659409713264
天鹅湾(北区),115483,朝阳 朝青板块,甘露园中街,高层,3.90元/平米/月,商品房住宅,2.77,3200户,30%,2008年,约3200个。地下一层1000元/月（年付900元/月），地下二层700/月（年付600元/月） 目前以售为主。,上海物华管理有限公司,北京城启天鹅湾物业管理有限公司,116.52950172158158,39.92800408642372
西马小区,58040,丰台 大红门,大红门西路35号,多层,0.60元/平米/月,商品房住宅,1.00,暂无数据,30%,2015年,地面车位150元/月,上海火炬房地产开发公司,北京裕发弘瑞物业管理有限公司,116.38655939628964,39.846555654790556
永泰东里,71467,海淀 清河,永泰中路,多层,0.80元/平米/月,商品房住宅动迁配套房,2.00,4795户,30%,1998年,车位150元/月，权金城北院无停车费,上海家能实业有限公司,上海家能实业有限公司,116.36539495915237,40.04064393344764
大方居,39158,通州 九棵树,半壁店大街25号,高层,2.00元/平米/月,商品房住宅,3.10,5900户,35%,2007年,1062（地上停车位）,北京龙湖中佰置业有限公司,北京金罗马物业管理有限公司,116.63673810963236,39.88197763001341
当代城市家园,82428,海淀 上地,安宁庄西路9号,低层|多层,2.20元/平米/月,商品房住宅,0.85,2800户,30%,2004年,停车位1700个地上700个地下1000个，出租地上150/月地下300/月，出售8~10万元/位,北京当代房地产开发有限责任公司,深圳市长城物业管理有限公司北京分公司,116.32536404020286,40.04934506858991
万树园,51020,海淀 马连洼,厢黄旗路,多层,1.20元/平米/月,商品房住宅动迁配套房,1.70,暂无数据,30%,1999年,150元/车位/月,万树园开发有限公司,北京安居物业管理有限公司,116.29762301859647,40.03213303507563
望京西园一区,65478,朝阳 望京,阜安西路,高层,2.10元/平米/月,商品房住宅,2.50,523户,30%,1993年,全是地上停车，地上150元/月,北京高校房地产开发总公司,北京燕晨物业管理中心,116.48316703354637,40.00917914757065
柳浪家园北里,46753,海淀 马连洼,树村路,小高层,1.00元/平米/月,动迁配套房,0.00,暂无数据,30%,2014年,现在免付。车位充足1;2。,北京万柳置业集团有限公司,北京万福柳成物业有限公司,116.30336777216334,40.0386293613928
绿景苑,98651,东城 广渠门,夕照寺大街甲1号,小高层|高层,3.00元/平米/月,商品房住宅,2.10,1100户,30%,1999年,出租地下一层470元/月，地下二层370元/月，出售13万/位,北京兴隆置业有限公司,北京瑞来物业管理公司,116.44473321196305,39.89460375141475
三里河三区,148010,西城 三里河,复兴门外大街,小高层,0.50元/平米/月,商品房住宅,0.00,350户,28%,1985年,不是很充足 ，停车费大概在10块钱。,北京宏济创业房地产开发有限公司,业主自管,116.34881349706588,39.92080116381473
航天城社区,72191,海淀 上地,友谊路102号,多层,0.30元/平米/月,商品房住宅,1.68,暂无数据,40%,2005年,停车位充足,北京益恒房地产开发有限责任公司,业主自管,116.27680802230257,40.085649091328975
新宫家园南区,46206,丰台 新宫,槐房西路,高层,0.59元/平米/月,经济适用房,2.70,700户,30%,2009年,车位充足,"阿克苏若贝尔,古驰贸易有限公司",北京泰宇物业管理有限公司,116.36919883383436,39.816192642187076
太玉园西区,20000,通州 土桥,张采路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,2005年,暂无数据,北京成龙房地产开发有限公司,暂无数据,116.70625482898028,39.857181676540336
慧忠北里第四社区,66690,朝阳 亚运村,北辰东路,高层,1.05元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2000年,暂无数据,北京恒天明泽基金销售有限公司、锦江国际（集团）有限公司、优艾希杰商（上海）贸易有限公司,北京华民物业管理有限公司,116.40737295529473,40.011061068533984
南十里居,59090,朝阳 酒仙桥,酒仙桥路,多层,1.06元/平米/月,商品房住宅,2.00,1826户,25%,1996年,地上150元/车位/月,SOHO中国,北京东风物业管理有限公司,116.49697461804858,39.99435827203921
长安6号小区,54508,朝阳 建外大街,建华南路,高层,2.00元/平米/月,商品房住宅,5.32,250户,17%,2010年,100,北京成远房地产开发有限公司,北京市三和物业管理有限公司,116.45006258906211,39.90992294969792
古城现代嘉园(西区),39914,石景山 古城,古城西路68号,高层,1.50元/平米/月,商品房住宅其他,2.50,348户,34%,2012年,有300多个车位,北京中海地产有限公司,北京西宇嘉业物业管理有限公司,116.18523296200439,39.91968004566398
富力城(E区),102199,朝阳 双井,广和里中街,高层|超高层,3.50元/平米/月,商品房住宅,2.70,246户,30%,2007年,停车位总数6000个,北京富力城房地产开发有限公司,北京恒富物业服务有限公司,116.45553704250102,39.900377076580085
康颐园小区,39377,大兴 高米店,康庄路,多层,0.33元/平米/月,商品房住宅,1.80,460户,30%,2000年,充足，免费,北京兴广厦房地产开发有限责任公司,北京大兴县房地产物业管理公司,116.33680845239998,39.76729542893007
紫金长安,120844,海淀 五棵松,西翠路17号,小高层|高层,4.88元/平米/月,商品房住宅,2.00,4043户,24%,2004年,紫金长安分三期建成，一期均是1:1的产权车位，售价50万一个，目前有租有售，车位充足。二期与三期车位也比较紧张，没有本，车位管理费每年720元。,北京澳林房地产开发有限公司,北京银达物业管理有限公司,116.2865024455357,39.92233720674776
水碾屯西里,34615,房山 良乡,阜盛大街,多层,1.90元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,北京华纺房地产开发有限公司,北京华纺物业,116.19452790877725,39.74180367651426
海悦名门国际公寓,87500,朝阳 朝阳公园,农展馆北路,多层,3.50元/平米/月,商品房住宅,0.00,暂无数据,30%,2005年,暂无数据,北京大成房地产开发公司,北京金隅大成物业管理有限公司,116.47582464363002,39.95057810145852
晟世嘉园,24375,通州 果园,通朝大街,多层,0.60元/平米/月,小产权房,0.00,暂无数据,42%,暂无数据,暂无数据,暂无数据,暂无数据,116.64798864953431,39.8985613423776
新华联家园(北区),49824,通州 果园,运河西大街30号,多层|高层,1.60元/平米/月,商品房住宅,1.20,暂无数据,36%,2002年,固定车位150元/月，临时车位2小时/1元 ，1天/5元，普通车位120元/月，地下车位200元/月,北京恒泰房地产经纪有限公司,北京悦豪物业管理有限公司,116.64735203838549,39.901401093994714
前门东大街小区,110343,东城 崇文门,前门东大街7号,多层,1.50元/平米/月,商品房住宅,1.00,暂无数据,30%,1979年,暂无数据,北京房地集团有限公司,北京天岳恒房屋经营管理有限公司,116.41647386807742,39.90651666023718
东贸国际,20133,北京周边 燕郊,行宫西大街526号,高层,2.68元/平米/月,商品房住宅,5.08,6394户,42%,2011年,本小区共2148个车位。地面297个，地下1851个，租金150元/位·月,三河莲荷房地产开发有限公司,三河市燕郊意华物业服务有限公司,116.7024036135979,40.10713736688733
庄维花园,59659,丰台 七里庄,丰台北路,小高层,1.30元/平米/月,商品房住宅,2.10,1200户,40%,2012年,充足,北京庄维房地产开发有限责任公司,北京庄维物业管理公司,116.29591471100815,39.86966474909103
金科帕提欧,34413,昌平 小汤山北,沙顺路91号,高层,3.80元/平米/月,商品房住宅,0.80,暂无数据,40%,2008年,暂无数据,上海仲量联行物业有限公司,金科物业管理有限公司,116.40195275950862,40.189040462268146
龙锦苑二区,47507,昌平 回龙观,科星西路,多层,0.65元/平米/月,经济适用房,1.50,1570户,28%,2003年,充足,"上海芝阁信息科技服务有限公司,上海窗钩厂",北京天鸿宝地物业管理经营有限公司,116.36229068480154,40.09392212645428
矿业大学家属院,86915,海淀 学院路,学院路丁11号,多层,0.60元/平米/月,商品房住宅单位集体自建房,1.00,780户,30%,2000年,充足,北京城建集团,业主自管,116.3506149589356,40.002315077570984
大河庄苑,108039,海淀 中关村,苏州街3号,小高层|高层,2.80元/平米/月,商品房住宅,2.92,1600户,32%,2005年,下车库有停车位817辆，人车分流管理，地上不允许停车，地下车位租金600/月，售价20万/个,北京大河房地产开发有限公司,中科天伦物业管理有限公司,116.31020504489143,39.98748606634746
泰福苑二区,34482,朝阳 定福庄,朝阳北路,多层,1.20元/平米/月,动迁配套房,1.50,暂无数据,30%,2004年,暂无数据,上海传奇商业有限公司物业处,北京天泰物业有限公司,116.57836208538865,39.926876309091426
鑫德嘉园,88677,海淀 魏公村,民族大学西路66号,高层,2.40元/平米/月,商品房住宅,3.20,360户,35%,2001年,停车位充足，地上车位150元/月,北京金鹏房地产开发有限公司,敦富北京物业管理有限责任公司,116.32403769211737,39.95502302057655
和泓四季,61145,海淀 四季青,常青路5号,多层,1.00元/平米/月,动迁配套房,0.00,暂无数据,30%,暂无数据,暂无数据,北京东和伟业房地产开发有限公司,北京和泓物业服务有限公司,116.27594439138528,39.96707118547577
国展新座,91559,朝阳 太阳宫,太阳宫南街7号,高层,1.92元/平米/月,商品房住宅,4.50,360户,34%,2003年,停车位充足，出租300-500元/月,北京鸿佳投资管理有限公司,北京首佳物业管理有限公司,116.44854696800567,39.97894104709705
空港吉祥花园,49433,顺义 中央别墅区,"安泰大街,近裕华路",小高层,2.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2007年,暂无数据,北京空港天恒房地产开发有限公司,北京天竺空港物业管理有限公司,116.56012073438083,40.09301865044828
富力尚悦居,37320,通州 马驹桥,兴贸二街,小高层,3.30元/平米/月,商品房住宅,2.30,1466户,35%,2015年,1466个,北京极富房地产开发有限公司,北京恒富物业服务有限公司,116.5943912692476,39.77770478925122
东湖湾(西区),96997,朝阳 望京,利泽西街8号,高层,3.18元/平米/月,商品房住宅,2.70,暂无数据,33%,2008年,暂无数据,"阿克苏若贝尔,古驰贸易有限公司",北京顺欣阳光物业管理有限公司,116.46688003600606,40.01244185669624
幸福家园1号院,33332,丰台 花乡,郭公庄北街1号,高层,1.85元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2014年,暂无数据,上海新北方物业管理有限公司,北京金宏宇物业服务有限公司,116.31701698540415,39.82406109743667
农学院家属院,45796,昌平 回龙观,北清路,多层,0.50元/平米/月,商品房住宅,1.30,暂无数据,暂无数据,1986年,暂无数据,"阿克苏若贝尔,古驰贸易有限公司",北京万达时代物业管理有限公司,116.470965295906,40.10992582772475
蓝星花园,52234,顺义 后沙峪,裕华路,多层|小高层,1.00元/平米/月,商品房住宅,0.00,451户,30%,2001年,1：0.5,港联物业服务（上海）有限公司,北京中蓝物业管理有限公司,116.56041358197709,40.09492418069987
紫金新园(三区),27049,门头沟 永定,龙林路,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.12225599659969,39.8926840677252
未来假日花园(枫竹苑一区),61289,丰台 马家堡,"枫竹苑北路,近马家堡路",多层,2.90元/平米/月,商品房住宅,0.83,358户,40%,2001年,暂无数据,北京名流未来置业有限公司,北京中实物业管理公司,116.3790410283239,39.84022811014526
金地国际花园,105108,朝阳 国贸,建国路91号,高层,6.00元/平米/月,商品房住宅,3.00,741户,41%,2003年,车位充足，分地上地下车位，车位配比1：1.1，共800个车位，地下车位850元一个月，三个月起租,北京金地鸿业房地产开发有限公司,北京金地格林物业管理有限公司,116.48126217671246,39.91620956691522
汇景苑二区,28000,朝阳 东坝,朝阳区平房路,高层,1.98元/平米/月,经济适用房,0.00,暂无数据,暂无数据,2016年,暂无数据,"上海塘头建材有限公司,中企物业管理有限公司",金海燕物业管理有限公司东坝分公司,116.54166855106982,39.96272535492227
珠江拉维小镇,45853,通州 北关环岛,潞苑东路40号,多层|小高层,2.50元/平米/月,商品房住宅,2.10,1700户,33%,2011年,1100个,北京中天顺通房地产开发有限公司,广东康景物业服务有限公司,116.69406958422907,39.94382156547787
怡然家园(南区),55951,丰台 西罗园,西马场路6号,多层|小高层,1.50元/平米/月,商品房住宅,1.89,2000户,35%,2000年,停车位2：1,北京永安兴业房地产开发有限公司,国泰安物业公司,116.40662439102512,40.18905408670025
京贸国际城,60014,通州 武夷花园,芙蓉东路1号,高层|超高层,3.28元/平米/月,商品房住宅,3.34,5089户,32%,2011年,4683个,北京天旭运河房地产开发有限责任公司,北京天旭物业管理中心,116.69099001327976,39.92485710792502
新街大院,119917,朝阳 国贸,朝阳路,多层,0.50元/平米/月,商品房住宅,2.00,981户,30%,1991年,地上停车,北京电影洗印厂开发集团,街道办事处（委员会）,116.47511022125792,39.921297111585474
金都心语,30000,朝阳 百子湾,石门东路,多层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.50847149128748,39.9061331687084
郁花园三里,51774,大兴 高米店,双高路,小高层,1.61元/平米/月,商品房住宅,2.30,3240户,36%,2015年,车位充足,北京菲尼房地产开发有限公司,北京天河众兴物业管理有限公司,116.33976899786921,39.77702715672487
芳城园(一区),63455,丰台 方庄,方庄路,多层|高层,1.98元/平米/月,商品房住宅,2.00,5660户,31%,1997年,1000,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司,116.44228658707608,39.87538474912441
西直门南大街小区,116159,西城 官园,西直门南大街,高层,0.65元/平米/月,商品房住宅,3.20,835户,30%,1983年,暂无数据,暂未获知,-,116.36338311413222,39.941937500571996
铁科院家属区(大柳树路2号院东区),96774,海淀 皂君庙,大柳树路2号,多层,1.50元/平米/月,商品房住宅,1.80,暂无数据,30%,2015年,暂无数据,"阿克苏若贝尔,古驰贸易有限公司",业主自管,116.34893000729053,39.96319707858004
名佳花园(三区),40299,昌平 北七家,北清路,多层,0.65元/平米/月,商品房住宅,1.10,暂无数据,35%,2015年,暂无数据,"上海州申实业有限公司,上海国巨实业有限公司",北京信科物业管理有限公司,116.470965295906,40.10992582772475
龙跃苑(三区),46876,昌平 回龙观,良庄西街,多层,0.65元/平米/月,商品房住宅,2.00,1654户,40%,2004年,150元/车位/月，年付1600/月 小区大概有500个车位！足够您停车使用！,"上海芝阁信息科技服务有限公司,上海窗钩厂",天鸿宝地物业公司,116.35907304429533,40.0788910464014
碧波园,27750,房山 长阳,房山区长阳路,多层,0.50元/平米/月,商品房住宅,0.99,1200户,33%,2002年,800地上车位，280地下车位，免费停车,上海怡丰物业管理有限公司,北京鑫海莱物业管理有限公司,116.18605455222384,39.75592707381004
莱茵河畔(贵园北里丁区),46889,大兴 亦庄,"亦兴北路,近南五环路",小高层,1.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2002年,暂无数据,北京汇瀛房地产开发有限公司,北京小小物业管理有限公司,116.48952739587922,39.79821191293532
绿地新都会,34255,房山 长阳,"昊天大街,近长阳路",高层,3.50元/平米/月,商品房住宅,2.30,暂无数据,30%,2012年,暂无数据,上海嘉定金融谷投资有限公司,长城物业,116.16749600954044,39.76198650318255
塔院迎春园,95168,海淀 牡丹园,北土城西路,多层|高层,0.85元/平米/月,商品房住宅,1.80,3138户,30%,1991年,小区车位大概有1860，全部地上停车,上海锦盈物业管理有限公司,北京亿方物业管理有限责任公司,116.36614486459209,39.98430604908629
燕丹村,26666,昌平 天通苑,大海路,多层,1.50元/平米/月,小产权房,0.00,暂无数据,30%,暂无数据,暂无数据,北京城建三房地产开发有限公司,北京燕城苑物业管理公司,116.44525324102278,40.10409293488529
百子湾路小区,54571,朝阳 百子湾,百子湾路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1976年,暂无数据,暂无数据,暂无数据,116.49862498493152,39.90757905123066
