小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
嘉铭桐城(F区),91231,朝阳 亚运村小营,北苑路,小高层|高层,2.30元/平米/月,商品房住宅,2.30,暂无数据,30%,2000年,暂无数据,旭和物业招商部,北京盛世物业服务有限公司,116.43074210364514,40.01076907475474
i立方小区,16666,大兴 生物医药基地,庆祥南路29号,小高层|高层,2.97元/平米/月,办公,2.50,暂无数据,30%,2012年,暂无数据,"上海塘头建材有限公司,中企物业管理有限公司",北京金隅大成物业管理有限公司,116.3386612075143,39.70071059580113
万杰医院家属楼,43774,朝阳 朝青板块,青年路北小区10号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.52398037659506,39.94323084308083
牡丹园东里,102689,海淀 牡丹园,北土城路,多层|高层,0.68元/平米/月,商品房住宅,1.33,1772户,30%,2015年,停车位是120元/月,上海显贵物业管理有限公司,北京海淀区志新物业管理公司,116.40450520478468,39.984943888839986
三丰里,81578,朝阳 朝外大街,三丰胡同,低层,3.80元/平米/月,商品房住宅,0.00,2238户,30%,1978年,1600,北京搜候房地产有限责任公司,港铁（北京）房地产管理有限公司,116.85437534655392,40.3769860026615
TBD万科天地,38571,昌平 回龙观,"回昌东路,近朱辛庄路",高层,3.60元/平米/月,办公,2.50,暂无数据,30%,2018年,暂无数据,北京祥业万科房地产开发有限公司,北京万科物业服务有限公司,116.49792503965102,39.94701113959473
友谊嘉园,31547,海淀 西北旺,友谊路,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.26582066794893,40.09265456586369
奥北中心北区,30000,昌平 立水桥,中东路400号,高层,1.78元/平米/月,办公,4.37,暂无数据,33%,2008年,暂无数据,"上海海林贸易有限公司,上海羽西科技信息有限公司",北京富瑞物业管理有限公司,116.41634091886195,40.06553306059169
翠林三里,62427,丰台 右安门,右安门外大街,多层,1.20元/平米/月,商品房住宅,2.20,暂无数据,33%,1996年,充足,"阿克苏若贝尔,古驰贸易有限公司",华商北方物业公司,116.37383337162144,39.864358250157885
聚兴园馨领域小区,58507,石景山 鲁谷,重聚路,多层,1.98元/平米/月,商品房住宅,2.01,920户,35%,2004年,400个停车位，130元/月·位,华新物业,北京华兴物业管理中心,116.22928065404176,39.898264230822804
观筑庭园,54105,朝阳 十里河,吕营大街,小高层,2.50元/平米/月,商品房住宅,1.88,300户,30%,2004年,本小区车位十分充足,北京中鼎基业房地产开发有限公司,北京万通鼎安国际物业管理顾问有限公司,116.47434342767461,39.8452718978443
金海国际,61384,朝阳 百子湾,广渠路21号,小高层|高层|超高层,2.00元/平米/月,商品房住宅,2.80,1534户,32%,2004年,地下车位380元/月,东方房产物业管理有限公司,北京盛世物业服务有限公司,116.49900622578996,39.90098671475169
四合欣园,40277,丰台 科技园区,樊羊路,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,35%,暂无数据,暂无数据,暂无数据,无,116.31612685447432,39.83022786232229
广馨居,67201,朝阳 双井,广渠门外大街,多层|高层,1.70元/平米/月,商品房住宅,3.30,180户,30%,2000年,3户1个停车位,上海安亭物业管理有限公司,北京房泰物业管理有限责任公司,116.46038151428577,39.900371956454265
瀛海家园畅园,36067,大兴 瀛海镇,灜吉街17号,高层,0.00元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,116.44781206426795,39.76965386391049
明日嘉园,68849,丰台 马家堡,嘉园路,小高层,1.50元/平米/月,商品房住宅,2.00,1400户,35%,2003年,地上150元/月、地下300元/月,禹州物业管理有限公司,北京华腾世纪物业管理公司,116.37309505432279,39.85075132638174
葛布店南里,53488,通州 玉桥,运河西大街,多层,1.80元/平米/月,商品房住宅,1.10,1099户,30%,1985年,47元/车位/月,通州区住房和城乡建设委员会,至善嘉和（北京）物业管理,116.66821446521033,39.89719152270155
清上园,69676,海淀 安宁庄,安宁庄前街,高层,2.00元/平米/月,商品房住宅,2.60,900户,35%,2002年,地上150元/位.月。地下300元/位·月 车位紧张！不过也有产权车位，现在有出售！,上海海基投资有限公司,北京天恒瑞海物业管理有限公司,116.33754641037643,40.04602945665792
树村路甲1号院,40000,海淀 马连洼,树村路甲1号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京博众佳源物业管理有限公司,116.30764181994927,40.02899226781096
佳运园(一区),49923,昌平 立水桥,立军路,多层,0.80元/平米/月,商品房住宅,1.15,暂无数据,45%,1998年,暂无数据,"利浦,博纳影业,梨视频,暖流文化,滴滴打车,宝燕集团",北京裕发弘瑞物业管理有限公司,116.40635158192988,40.05245720767015
紫金新干线一区,50508,昌平 霍营,霍营东路,多层,1.82元/平米/月,商品房住宅,1.63,1834户,27%,2008年,四期总共3600个机动车位，车位配比为1：0.7,北京新领域房地产开发有限公司,北京悦豪物业管理有限公司,116.38649570642899,40.086531275613225
西罗园第二社区(西罗园二区),57331,丰台 西罗园,罗园路,高层,0.62元/平米/月,商品房住宅,2.52,暂无数据,30%,1990年,150元/车位/月,北京元亨房地产开发有限公司,西罗园物业管理有限公司,116.40018300782341,39.867284088969726
同仁园,54961,丰台 刘家窑,仁东路,多层|小高层|高层,1.16元/平米/月,商品房住宅,3.50,2000户,42%,2000年,180元/位·月,东亚明华,北京京工物业管理有限责任公司,116.42590005728528,39.860411750990245
保温段住宅小区,41844,丰台 花乡,外环西路,多层,0.48元/平米/月,商品房住宅,1.20,暂无数据,30%,1980年,暂无数据,丰台铁路局,街道办事处（委员会）代管物业,116.28547155013246,39.839952832615765
忠实里(西区),83871,东城 东花市,忠实里南街,多层,2.60元/平米/月,商品房住宅,1.37,暂无数据,10%,1980年,暂无数据,北京方锦基业房地产开发有限公司,北京光华基业房地产开发有限公司,116.45087869961793,39.90510348013575
德鑫嘉园,37272,丰台 新宫,槐房北路2号,多层|小高层|高层,0.00元/平米/月,小产权房,0.00,暂无数据,38%,2005年,暂无数据,暂无数据,无,116.37952907770746,39.822622791118356
大兴金茂悦,38181,大兴 大兴周边,龙江路,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.49062171165146,39.760358856544805
兴隆家园(南区),59644,朝阳 高碑店,高碑店北路,多层,0.55元/平米/月,商品房住宅,2.10,3500户,35%,2004年,2：1、地表车位150元/月、地下车位350元/月，地下车位在售，150000元/个，停车位充足，有地上和地下停车位,上海宝钢住商汽车贸易有限公司,北京天翌物业管理公司,116.53028405585022,39.91678966406048
青年路小区,57289,朝阳 朝青板块,朝阳北路,多层,2.60元/平米/月,商品房住宅,2.20,1152户,33%,1980年,"停车位充足、出租150元月,地上停车,流动车位",汉光（上海）物业管理有限公司,天成园物业管理公司,116.5293671554162,39.93147389346306
华远和煦里,32368,大兴 生物医药基地,安顺南路12号,高层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,无,无,116.40771916223828,39.70989000223979
中国铁建花语城,85331,朝阳 北苑,水岸南街2号,多层|高层,3.15元/平米/月,商品房住宅,2.02,暂无数据,30%,2012年,暂无数据,中国铁建房地产集团有限公司,北京大自然物业有限责任公司,116.44693136554598,40.05592106217938
北花园小区(3号院),34883,朝阳 高碑店,北花园中路,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,居民自理,116.55419973327291,39.910139348053896
财神庙胡同小区,40581,昌平 昌平县城,财神庙胡同,低层,0.90元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2000年,车位充足,暂未获知,-,116.23818232266234,40.22305866680211
兴华东里,0,大兴 兴丰大街,富强路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.34174257507465,39.74161177920552
西山美墅馆(E区),96294,海淀 香山,星河路,低层,0.00元/平米/月,商品房住宅,1.00,暂无数据,15%,2003年,暂无数据,上海家榕资产管理有限公司,北京当代物业管理有限公司,116.24605920435714,39.9643173399936
姚家园西里三号院,44878,朝阳 姚家园,姚家园西里3号,多层,3.50元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,2007年,暂无数据,"上海塘头建材有限公司,中企物业管理有限公司",北京金隅物业管理有限责任公司,116.51972986441349,39.952599372416586
双河北里小区,35730,大兴 黄村,京开路,多层,0.80元/平米/月,商品房住宅,1.20,1923户,30%,2003年,1:1，150元/月,黄村镇农工商开发总公司,北京富民物业管理有限公司,116.35485963213134,39.74542992810652
玉竹园,29175,房山 良乡,房山区良乡揽秀北大街,多层,0.50元/平米/月,商品房住宅动迁配套房,1.80,996户,35%,2000年,免费,北京首开集团有限责任公司,北京祥和智德房地产开发有限公司,116.16436101314117,39.730276121645886
首座御园(三期),35076,大兴 枣园,科苑路30号,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.37161967735321,39.760945204837654
东铁营横一条小区,56108,丰台 刘家窑,东铁营横一条,多层,1.00元/平米/月,商品房住宅,1.89,600户,15%,2000年,230,"上海芝阁信息科技服务有限公司,上海窗钩厂",上海叶达贸易发展有限公司,116.43768896964546,39.86292979424595
建欣苑一里,54293,丰台 大红门,大红门西路,多层|高层,0.55元/平米/月,商品房住宅,3.00,702户,30%,2002年,充足,"上海欧良电子科技公司,盛世饮用水有限公司",建苑园物业公司,116.40457617091997,39.84953280584563
北新桥三条,119192,东城 雍和宫,北新桥三条,低层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.44608650921384,39.97416289940782
首钢苹果园三区居民区(苹果园三区),46870,石景山 苹果园,苹果园大街,多层,0.65元/平米/月,商品房住宅,1.10,2200户,20%,1998年,一年1500元带有地锁的可以出租，没带地锁的可以免费停车，停车有点紧张,上海冠图企业管理有限公司,首钢物业管理公司,116.18838888892206,39.935715918754475
民安小区,104240,东城 东直门,北中街20号,高层,1.05元/平米/月,商品房住宅,3.20,3291户,35%,2002年,"地上400个,160元/月，地下600个",东方置地,燕厦物业东旭佳业,116.43699350151964,39.94904781376192
西潞园,35017,房山 良乡,良乡西潞北大街,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1993年,暂无数据,暂无数据,北京鸿翔联物业公司,116.13827484994526,39.74018789405717
首创新悦都(二区),41992,房山 长阳,永兴街,小高层,1.80元/平米/月,商品房住宅,2.00,暂无数据,30%,2015年,暂无数据,北京兴泰吉成置业有限公司,北京盛世物业服务有限公司,116.77863319036076,40.3483840775163
宋家庄家园,53938,丰台 宋家庄,石榴庄路,多层|高层,1.24元/平米/月,商品房住宅,2.27,800户,28%,2007年,180,北京建工地产开发有限公司,北京建工物业服务有限公司,116.43295732503277,39.853638768789594
马连洼北路1号院,119245,海淀 上地,马连洼北路1号,多层,0.40元/平米/月,商品房住宅,2.00,680户,30%,1990年,免费,上海地九资产管理有限公司,业主自管,116.31169973542949,40.042188379647754
鹤巢居,64949,丰台 刘家窑,横五条,小高层|高层,2.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2005年,暂无数据,抚顺钢铁公司物业管理有限公司,北京龙腾洪都物业管理有限责任公司,116.43267894015523,39.85683467067936
朝阳公园西里(北区),70564,朝阳 朝阳公园,朝阳公园西路,多层,1.20元/平米/月,商品房住宅,1.60,326户,36%,1993年,120,"文汇审计咨询管理中心,上海汇贤机电设备有限公司",北京金隅大成物业管理有限公司,116.47837771771991,39.94668286266965
兴华园,42523,大兴 黄村,清源北路209号,多层|小高层|高层,1.10元/平米/月,商品房住宅,2.10,3000户,40%,1996年,地上车位80元/月，地下车位180元/月 现在无固定车位的每天基本上是收费两元每台车,北京大兴华房地产集团,天兴物业管理有限公司,116.34280598913735,39.75198809412437
熙兆大厦,23627,大兴 生物医药基地,华佗路9号,高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.32563595728074,39.68074506371486
美和园,78490,海淀 清河,小营西路,小高层,1.98元/平米/月,商品房住宅,2.20,1710户,30%,1997年,10：3，150元/车位/月,"上海欧良电子科技公司,盛世饮用水有限公司",北京金隅嘉华物业管理有限公司,116.3311457141262,40.03928664490563
樱花园一区,31597,顺义 机场,李天路,多层,0.55元/平米/月,商品房住宅,1.30,1472户,30%,2015年,停车免费，现有700个停车位,上海爱桥物业管理有限公司,北京首欣物业管理有限责任公司,116.63672436555805,40.031171484081085
瑞雪春堂,34030,房山 良乡,良官公路,小高层,1.60元/平米/月,商品房住宅,2.20,4000户,30%,2005年,比例 18:43 共2408个，其中地上1008个，地下1400个。,北京瑞雪春堂房地产开发有限公司,北京春堂物业服务公司,116.15402097773801,39.72458008315873
名流花园,34472,昌平 北七家,"北清路,近七星路",多层,1.00元/平米/月,商品房住宅,1.50,2600户,40%,1998年,停车位充足，免停车费。,北京名流投资有限公司,北京温尔馨物业管理有限责任公司,116.43733898981878,40.10781405729852
华纺易城,71751,朝阳 朝青板块,青年路29号,小高层,2.30元/平米/月,商品房住宅,2.46,2930户,40%,2005年,一期户型面积120平方米1:0.8，120平方米以上1:1,上海第 一太平戴维斯物业管理有限公司,北京华纺正金物业管理有限公司,116.5214792245636,39.9362757945657
启迪香山,55577,石景山 八大处,香山南路28号,小高层,0.50元/平米/月,商品房住宅,2.30,暂无数据,20%,2017年,暂无数据,北京启迪和谐投资发展有限公司,暂无数据,116.2146713318719,39.97999808946226
东亚上北中心,34688,昌平 回龙观,回龙观西大街9号,高层,1.68元/平米/月,办公,2.50,3967户,30%,2015年,总数：1549个 比例：723:1549 地上车位：723个 地下车位：826个，地上车位：150元/月，地下车位：380元/月,科创动力,北京诚智慧中物业管理有限公司,116.50111140475258,40.10806576232666
感化胡同14号院,96313,西城 长椿街,感化胡同14号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,30%,1983年,暂无数据,"上海吉广文化传媒有限公司,上海智奥会展有限公司",业主自营,116.37085261427823,39.89992366718569
万科星园,78080,朝阳 媒体村,安立路,多层,3.38元/平米/月,商品房住宅,2.14,2600户,36%,2001年,社区人车分流无地上车位，地下两层，共1750个车位，B1层车位售价40万左右年租金9500左右，B2层车位32万-35万出租年租金8800左右。,上海新中物业管理有限公司,北京万科物业服务有限公司,116.41929796093969,40.03496277744816
利泽西园,72814,朝阳 望京,广顺北大街,多层|高层,1.60元/平米/月,商品房住宅,2.10,2746户,30%,2015年,持卡进门，车位对本小区免费。,诚事物业管理有限公司,北京城建弘城物业管理有限责任公司,116.47158697721724,40.01848807719558
和平里社区(六区),110958,东城 和平里,和平里东街,多层,2.20元/平米/月,商品房住宅单位集体自建房,1.30,1176户,10%,1998年,200元/位·月,"阿克苏若贝尔,古驰贸易有限公司",国天物业,116.42898250281222,39.96206940196272
金星园,97992,朝阳 太阳宫,太阳宫南街,高层,2.80元/平米/月,商品房住宅,2.81,3462户,35%,1995年,550元/位·,松开物业管理有限公司,北京冠城酒店物业管理有限公司,116.46358316495389,39.9737958247671
瑞祥里东区,46483,朝阳 管庄,瑞祥路,多层,0.55元/平米/月,商品房住宅,1.75,2227户,20%,2008年,150元/车位/月,管庄乡政府,永芳物业,116.6215089566606,39.91682210674289
东琉璃厂四合院,192288,西城 和平门,南新华街,多层,0.40元/平米/月,商品房住宅,0.00,256户,20%,1983年,50,北京城建集团有限责任公司,城市开发,116.3933259723741,39.90181111177801
珠江峰景,57849,丰台 青塔,青塔西路58号,多层|小高层|高层,1.98元/平米/月,商品房住宅,2.40,3600户,35%,2006年,地下车位400元/位·月，4600元/位·年，地上车位150元/位·月、产权车位20万,北京东方恒嘉房地产开发有限公司,北京康景物业管理有限公司,116.2726510237246,39.88530777652839
重聚园,51003,石景山 鲁谷,鲁谷大街41-1号,多层|小高层|高层,1.50元/平米/月,商品房住宅,2.80,1000户,30%,2004年,小区停车位目前充足，地上地下都有。,博信体育、上海对外建设,北京芳星园物业管理中心,116.23352927978176,39.90020084716254
雍景双庐,48381,石景山 古城,苹果园南路,高层,1.93元/平米/月,商品房住宅,0.00,460户,30%,2015年,200元/月，车位配比1:0.6,上海幸福坊创意产业管理有限公司,上海幸福坊创意产业管理有限公司,116.20808729146705,39.93802662146487
彩虹城(一区),61682,丰台 石榴庄,石榴庄西街232号,小高层|高层,1.80元/平米/月,商品房住宅,2.10,5500户,30%,2015年,暂无数据,"嘉吉投资（中国）有限公司,旭化成（中国）投资有限公司,百丽宫影院（上海）有限公司,史基摩欧文美尔（上海）建筑设计事务所有限公司,阿迪达斯（中国）有限公司,上海孩特贸易有限公司,露露乐蒙贸易（上海）有限",北京东和田园物业管理有限责任公司,116.422679632032,39.84565005434085
芳城园(三区),69861,丰台 方庄,蒲芳路,多层|高层,1.85元/平米/月,商品房住宅,2.00,508户,30%,1990年,停车位：300个,北京城市建设房地产开发有限公司,北京方庄物业管理有限责任公司,116.44287497718511,39.87317844323007
旭辉26街区,35185,顺义 石门,文明街17号,多层,0.00元/平米/月,办公,2.33,暂无数据,30%,-1年,暂无数据,旭辉集团股份有限公司,上海永升物业管理有限公司北京分公司,116.61863276207876,40.12911398855746
华瀚福园(D区),27692,朝阳 东坝,东坝南二街,高层,0.00元/平米/月,经济适用房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.67548454153314,40.04582598833829
建设部大院,116202,海淀 增光路,三里河路9号,多层|高层,1.50元/平米/月,商品房住宅,3.10,2546户,35%,1996年,150元/车位/月,建设部,北京万科物业服务有限公司,116.33421962575078,39.93770907220121
安河家园九里,27500,海淀 马连洼,北清路,小高层|高层,1.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京安河仁嘉物业管理有限公司,116.13768897509166,40.07600807062741
次渠嘉园(三区),20890,通州 次渠,北小营路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.43071295452967,39.99985016494644
园景东区,46671,通州 梨园,云景东路8号,高层,1.72元/平米/月,商品房住宅,3.41,1174户,30%,2004年,"一期地上停车场,二期地下车库",北京住总集团有限责任公司,北京园景时尚物业管理有限公司,116.67443100883104,39.888157075423244
沙河高教大楼,20000,昌平 沙河,北沙河东路,高层,0.00元/平米/月,小产权房,0.00,暂无数据,20%,暂无数据,暂无数据,北京罗顿沙河建设发展有限公司,罗顿物业管理有限公司,116.87915362813071,40.32288535906217
珺悦国际,25000,大兴 生物医药基地,天华大街,高层,2.98元/平米/月,办公,2.50,3061户,35%,2014年,共2062个，其中地下1919个停车位，地上143个停车位。车位配比为1：0.67,北京锦荣物业管理有限公司,北京晟邦物业服务公司,116.31989973761623,39.69223606083886
北街家园(五区),47239,昌平 沙河,高教园北二街,高层,2.20元/平米/月,商品房住宅,2.60,暂无数据,30%,2009年,暂无数据,"恒信服饰,上海申和实业有限公司",北京罗顿物业管理有限公司,116.27525377410922,40.17288732186469
密云华润橡树湾,28560,密云 密云城区,滨河路,小高层,0.95元/平米/月,商品房住宅,2.36,暂无数据,30%,暂无数据,暂无数据,华润置地（北京）股份有限公司,华润置地(北京)物业管理有限责任公司,116.84592274085779,40.36128817495621
香花畦家园,49475,顺义 后沙峪,裕华路,多层,2.30元/平米/月,商品房住宅,1.49,1070户,35%,2011年,1070(1:1),北京天洋志普房地产开发有限公司,北京市均豪物业管理股份有限公司,116.55502931841137,40.116626761146534
玉璞家园,13851,丰台 七里庄,西三环南路,多层,0.00元/平米/月,经济适用房,0.00,暂无数据,暂无数据,2014年,暂无数据,暂无数据,暂无数据,116.31556954573591,39.88039658730076
曙光花园望河园,87738,海淀 车道沟,彰化路7号,高层,1.00元/平米/月,商品房住宅,2.06,544户,30%,2004年,890个,上海家能实业有限公司,北京燕桥物业管理有限公司,116.29871167504403,39.94894382512917
朝阳门南大街小区,83699,朝阳 建外大街,朝阳门南大街甲12号,高层,2.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1982年,暂无数据,国家福利房,业主自管,116.44231138030815,39.92397952449237
航空胡同40号院,129314,西城 新街口,航空胡同40号,多层,1.20元/平米/月,商品房住宅,1.90,200户,28%,2000年,总数0个 地上车位0个,暂无数据,业主自管,116.38036117810134,39.94454905347858
蓝靛厂翠叠园,106918,海淀 世纪城,蓝靛厂中路,小高层,2.52元/平米/月,商品房住宅,1.70,11000户,30%,2004年,地下车位1000元每个每月，售价60万元，地上车位100个，租金800元,北京金源鸿大房地产开发有限公司,北京世纪颐和物业管理有限责任公司,116.29195893286442,39.96914214683931
澳景园,45429,顺义 天竺,天北路,低层,7.50元/平米/月,商品房住宅,0.69,129户,暂无数据,2010年,每户双车库设计,上海磊石集团有限公司,北京凯莱物业管理有限公司,116.55635566649686,40.07073232601501
颐阳山水居东区,43004,海淀 西北旺,黑龙潭路,多层,1.00元/平米/月,小产权房,1.53,暂无数据,35%,2015年,暂无数据,向蓝企业有限公司,北京同方物业管理有限公司,116.21808659959028,40.044612829435714
小街之春嘉园,40162,通州 土桥,砖厂北街9号,多层,1.50元/平米/月,商品房住宅,1.50,637户,40%,2006年,总数0个 地上车位0个,通州区住房和城乡建设委员会,北京澳通物业管理中心,116.69581211725733,39.88255677356782
中门寺南坡小区,23696,门头沟 大峪,大峪南路,多层,1.82元/平米/月,商品房住宅动迁配套房,0.00,暂无数据,暂无数据,2015年,暂无数据,暂无数据,北京城建福安楼寓物业管理有限公司,116.09676388283754,39.93649867862423
昌盛园(二区),40397,昌平 昌平县城,昌平区南环东路,多层,1.50元/平米/月,商品房住宅,2.00,2000户,30%,2000年,600,捷克旅游局上海办事处、宇力恩国际贸易(上海)有限公司,鼎轩物业管理有限公司,116.26324208198255,40.21770365517781
北京怡园,45141,昌平 昌平县城,水库路16号,多层|小高层|高层,2.50元/平米/月,商品房住宅,2.93,1603户,30%,2015年,126,北京市昌平房地产开发有限责任公司公司,北京天和丰益物业管理有限责任公司,116.26975246133557,40.236648600107785
大羊毛胡同小区,93342,东城 建国门,大羊毛胡同,低层,0.00元/平米/月,商品房住宅,0.00,24户,10%,1953年,暂无数据,暂无数据,暂无数据,116.4205602598423,39.92860144255692
车道沟南里小区,90744,海淀 紫竹桥,车道沟南路,高层,1.80元/平米/月,商品房住宅,3.00,3150户,12%,1982年,1500元/年,上海央邦计算机科技有限公司,北京云建物业管理公司,116.30527999510242,39.94802105731583
龙冠冠华苑,48308,昌平 北七家,定泗路,高层,0.50元/平米/月,商品房住宅其他,2.50,暂无数据,30%,2017年,暂无数据,北京华润地产股份有限责任公司,北京龙冠物业管理有限公司,116.41478469439646,40.124521536339834
京旺家园一区,31666,朝阳 望京,金港南路,小高层,1.20元/平米/月,动迁配套房,2.60,8106户,30%,2000年,现在还没有收取费用，都是在各自楼下停放,"上海竞翔汽车零件有限公司,上海佳化有限公司",北京华特物业管理有限公司,116.57926813878365,40.01856829158413
亮马嘉园,64363,朝阳 酒仙桥,酒仙桥路,小高层|高层,2.30元/平米/月,商品房住宅,2.00,583户,30%,2006年,地上100个150元/月，地下400元/月,铭大物业管理有限公司,北京市均豪物业管理股份有限公司,116.50652180900863,39.96635216464175
六合胡同小区,124875,西城 西四,六合胡同,多层,3.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.38252941811079,39.93310236624391
三环新城7号院,56408,丰台 玉泉营,丰桥路7号,小高层|高层,1.20元/平米/月,商品房住宅,2.40,9000户,40%,2004年,停车位2：1，地面车位150元/车位/月，地下车位300/车位/月,上海鸿鼎物业管理有限公司,北京新城康景物业管理有限责任公司,116.31663080386541,39.85754405068532
迪阳公寓,95197,朝阳 朝外大街,芳草地西街,多层|小高层|高层,6.00元/平米/月,商品房住宅,2.00,70户,20%,1997年,90个,上海宁安物业管理有限公司,国贸物业酒店管理有限公司,116.45351109408436,39.924375226937805
西王庄小区,102040,海淀 五道口,清华东路,多层,1.20元/平米/月,商品房住宅单位集体自建房,1.90,1218户,30%,1987年,150元/月,清华大学,清华大学房管科,116.34295133496886,40.00191920775497
青年汇佳园,74637,朝阳 朝青板块,青年路,小高层,2.00元/平米/月,商品房住宅,2.23,583户,30%,2015年,有地上车位（150元/月-200元/月）和地下车位（350元/月-400元/月）,强佑房地产开发商,北京西宇嘉业物业管理有限公司,116.52215331301831,39.927341365621565
翠屏里,47801,通州 梨园,梨园怡乐北街,多层,2.20元/平米/月,商品房住宅,2.20,236户,40%,1999年,地上价格50元/月,北京天行雅坤房地产开发有限公司,北京燕科物业管理有限责任公司,116.65514708444833,39.893038433428025
加州水郡(西区),33764,房山 长阳,昊天北大街48号,高层,1.70元/平米/月,商品房住宅,3.00,15000户,40%,2000年,150元/位·月 。地下车位180元/位·月，可购买，有产权证。,上海交大科技创业研究中心,北京永隆国际酒店物业管理有限公司,116.16881678813176,39.774246200518995
龙门新区(二区),23637,门头沟 门头沟周边,龙门西街,多层|小高层,0.65元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2013年,暂无数据,上海蒂沙物业管理有限公司,北京奥和物业管理有限公司,116.09255936389809,39.951869066891064
甘露园南里一社区(甘露园南里一区),55446,朝阳 甘露园,朝阳路,高层,0.50元/平米/月,商品房住宅,0.00,2016户,30%,2015年,车位比1:1,"上海塘头建材有限公司,中企物业管理有限公司",北京甘露家园物业管理有限责任公司,116.51966303048354,39.921017043338196
永泰西里(南区),72298,海淀 清河,永泰庄路,多层,0.65元/平米/月,商品房住宅,2.00,5862户,10%,1992年,地上车位150元/月,"磊讯实业有限公司,上海佳绿绿化有限公司",业主自管,116.361000358767,40.03896280289721
西罗园南里社区,55931,丰台 西罗园,南三环中路26号,多层|高层,0.50元/平米/月,商品房住宅,1.50,2285户,25%,1996年,地面车位150/车位,"上海敏信科技有限公司,上海仪电电子工程管理有限公司",北京金鹏顺发物业公司,116.31350470069069,39.91301465504606
乐成国际,101583,朝阳 国贸,百子湾南二路76号,高层,3.20元/平米/月,商品房住宅,3.33,1566户,36%,2006年,1：1、地下车位600元/月,上海真心物业管理有限公司,金地物业管理集团公司,116.4774983664562,39.90202123974426
西坝河北里,73717,朝阳 西坝河,太阳宫南街,小高层,0.80元/平米/月,商品房住宅,2.00,1500户,20%,1988年,每户一位，150元/月，地上车位,"快板电子科技有限公司,上海久誉软件系统有限公司",北京天岳恒房屋经营管理有限公司,116.44542841059723,39.97498564807739
农光南里,61583,朝阳 劲松,松榆北路3号,高层,0.00元/平米/月,商品房住宅,2.50,1064户,20%,1980年,121,国家福利分房,北京助之力达物业管理有限公司,116.46882046573816,39.88285997761377
仓上小区(五里仓社区),37251,顺义 顺义城区,集汇大街,多层,0.50元/平米/月,商品房住宅,0.00,3754户,10%,2008年,车位充足,暂无数据,五里仓社区物业,116.66100574315386,40.1206774721759
羊坊2号院,66949,朝阳 北苑,北苑路,多层,0.80元/平米/月,商品房住宅,1.00,580户,30%,2002年,充足,城建地产,业主自管,116.42465419737348,40.041233462003284
天翠园,83872,朝阳 媒体村,北苑路,多层|高层,2.85元/平米/月,商品房住宅,1.65,650户,30%,2015年,总数0个 地上车位0个，车位充足、地面车位150元/月、地下400,上海华为科技有限公司,北京北辰信和物业管理有限责任公司,116.41927990499894,40.04270684663976
首开华润城,75399,丰台 花乡,樊羊路,小高层|高层,5.98元/平米/月,商品房住宅,0.78,暂无数据,30%,2018年,暂无数据,北京万信房地产开发有限公司,华润物业有限公司,116.32189523347608,39.82678765888744
